requestId,source,destination,category,urgency,timeSubmitted,deadline,status
SR273,L001,L050,REFERRAL,CRITICAL,2024-01-14 09:10,2024-01-14 10:10,PENDING
SR274,L032,L017,ADMISSION,LOW,2024-01-14 09:15,2024-01-14 13:15,PENDING
SR275,L002,L025,TRANSFER,MEDIUM,2024-01-14 09:20,2024-01-14 10:20,PENDING
SR276,L032,L014,ADMISSION,HIGH,2024-01-14 09:25,2024-01-14 10:25,PENDING
SR277,L041,L001,EMERGENCY,CRITICAL,2024-01-14 09:30,2024-01-14 09:45,PENDING
SR278,L032,L022,ADMISSION,MEDIUM,2024-01-14 09:35,2024-01-14 11:35,PENDING
SR279,L004,L010,TRANSFER,CRITICAL,2024-01-14 09:40,2024-01-14 09:55,PENDING
SR280,L032,L009,ADMISSION,LOW,2024-01-14 09:45,2024-01-14 13:45,PENDING
SR281,L041,L001,EMERGENCY,CRITICAL,2024-01-15 08:00,2024-01-15 08:15,PENDING
SR282,L032,L002,ADMISSION,HIGH,2024-01-15 08:05,2024-01-15 09:05,PENDING
SR283,L032,L003,ADMISSION,MEDIUM,2024-01-15 08:10,2024-01-15 10:10,PENDING
SR284,L001,L011,TRANSFER,CRITICAL,2024-01-15 08:15,2024-01-15 08:30,PENDING
SR285,L032,L004,ADMISSION,LOW,2024-01-15 08:20,2024-01-15 12:20,PENDING
SR286,L041,L001,EMERGENCY,HIGH,2024-01-15 08:25,2024-01-15 08:55,PENDING
SR287,L032,L006,ADMISSION,MEDIUM,2024-01-15 08:30,2024-01-15 10:30,PENDING
SR288,L001,L029,TRANSFER,HIGH,2024-01-15 08:35,2024-01-15 09:35,PENDING
SR289,L032,L008,ADMISSION,MEDIUM,2024-01-15 08:40,2024-01-15 10:40,PENDING
SR290,L032,L013,ADMISSION,LOW,2024-01-15 08:45,2024-01-15 12:45,PENDING
SR291,L041,L001,EMERGENCY,CRITICAL,2024-01-15 09:00,2024-01-15 09:15,PENDING
SR292,L032,L016,ADMISSION,HIGH,2024-01-15 09:05,2024-01-15 10:05,PENDING
SR293,L001,L048,REFERRAL,CRITICAL,2024-01-15 09:10,2024-01-15 09:48,PENDING
SR294,L032,L017,ADMISSION,MEDIUM,2024-01-15 09:15,2024-01-15 11:15,PENDING
SR295,L002,L024,TRANSFER,LOW,2024-01-15 09:20,2024-01-15 13:20,PENDING
SR296,L032,L014,ADMISSION,HIGH,2024-01-15 09:25,2024-01-15 10:25,PENDING
SR297,L041,L001,EMERGENCY,CRITICAL,2024-01-15 09:30,2024-01-15 09:45,PENDING
SR298,L032,L022,ADMISSION,LOW,2024-01-15 09:35,2024-01-15 13:35,PENDING
SR299,L008,L010,TRANSFER,CRITICAL,2024-01-15 09:40,2024-01-15 09:55,PENDING
SR300,L032,L009,ADMISSION,MEDIUM,2024-01-15 09:45,2024-01-15 11:45,PENDING
SR301,L041,L001,EMERGENCY,HIGH,2024-01-16 08:00,2024-01-16 08:30,PENDING
SR302,L032,L002,ADMISSION,MEDIUM,2024-01-16 08:05,2024-01-16 10:05,PENDING
SR303,L011,L047,REFERRAL,CRITICAL,2024-01-16 08:10,2024-01-16 08:40,PENDING
SR304,L032,L003,ADMISSION,HIGH,2024-01-16 08:15,2024-01-16 09:15,PENDING
SR305,L001,L029,TRANSFER,HIGH,2024-01-16 08:20,2024-01-16 09:20,PENDING
SR306,L032,L004,ADMISSION,LOW,2024-01-16 08:25,2024-01-16 12:25,PENDING
SR307,L041,L001,EMERGENCY,CRITICAL,2024-01-16 08:30,2024-01-16 08:45,PENDING
SR308,L032,L006,ADMISSION,MEDIUM,2024-01-16 08:35,2024-01-16 10:35,PENDING
SR309,L006,L029,TRANSFER,HIGH,2024-01-16 08:40,2024-01-16 09:40,PENDING
SR310,L032,L013,ADMISSION,LOW,2024-01-16 08:45,2024-01-16 12:45,PENDING
